country_a,country_b,weight,effective_date
BT,UZ,0,9/21/2025
BT,VA,0,9/21/2025
BT,VC,0,9/21/2025
BT,VE,0,9/21/2025
BT,VN,0,9/21/2025
BT,VU,0,9/21/2025
BT,WS,0,9/21/2025
BT,YE,0,9/21/2025
BT,ZA,0,9/21/2025
BT,ZM,0,9/21/2025
BT,ZW,0,9/21/2025
BW,BY,0,9/21/2025
BW,BZ,0,9/21/2025
BW,CA,0,9/21/2025
BW,CF,0,9/21/2025
BW,CG,0,9/21/2025
BW,CH,0,9/21/2025
BW,CI,0,9/21/2025
BW,CL,0,9/21/2025
BW,CM,0,9/21/2025
BW,CN,0,9/21/2025
BW,CO,0,9/21/2025
BW,CR,0,9/21/2025
BW,CU,0,9/21/2025
BW,CV,0,9/21/2025
BW,CY,0,9/21/2025
BW,CZ,0,9/21/2025
BW,DE,0,9/21/2025
BW,DJ,0,9/21/2025
BW,DK,0,9/21/2025
BW,DM,0,9/21/2025
BW,DO,0,9/21/2025
BW,DZ,0,9/21/2025
BW,EC,0,9/21/2025
BW,EE,0,9/21/2025
BW,EG,0,9/21/2025
BW,ER,0,9/21/2025
BW,ES,0,9/21/2025
BW,ET,0,9/21/2025
BW,FI,0,9/21/2025
BW,FJ,0,9/21/2025
BW,FM,0,9/21/2025
BW,FR,0,9/21/2025
BW,GA,0,9/21/2025
BW,GB,0,9/21/2025
BW,GD,0,9/21/2025
BW,GE,0,9/21/2025
BW,GH,0,9/21/2025
BW,GM,0,9/21/2025
BW,GN,0,9/21/2025
BW,GQ,0,9/21/2025
BW,GR,0,9/21/2025
BW,GT,0,9/21/2025
BW,GW,0,9/21/2025
BW,GY,0,9/21/2025
BW,HN,0,9/21/2025
BW,HR,0,9/21/2025
BW,HT,0,9/21/2025
BW,HU,0,9/21/2025
BW,ID,0,9/21/2025
BW,IE,0,9/21/2025
BW,IL,0,9/21/2025
BW,IN,0,9/21/2025
BW,IQ,0,9/21/2025
BW,IR,0,9/21/2025
BW,IS,0,9/21/2025
BW,IT,0,9/21/2025
BW,JM,0,9/21/2025
BW,JO,0,9/21/2025
BW,JP,0,9/21/2025
BW,KE,0,9/21/2025
BW,KG,0,9/21/2025
BW,KH,0,9/21/2025
BW,KI,0,9/21/2025
BW,KM,0,9/21/2025
BW,KN,0,9/21/2025
BW,KP,0,9/21/2025
BW,KR,0,9/21/2025
BW,KW,0,9/21/2025
BW,KZ,0,9/21/2025
BW,LA,0,9/21/2025
BW,LB,0,9/21/2025
BW,LC,0,9/21/2025
BW,LI,0,9/21/2025
BW,LK,0,9/21/2025
BW,LR,0,9/21/2025
BW,LS,0,9/21/2025
BW,LT,0,9/21/2025
BW,LU,0,9/21/2025
BW,LV,0,9/21/2025
BW,LY,0,9/21/2025
BW,MA,0,9/21/2025
BW,MC,0,9/21/2025
BW,MD,0,9/21/2025
BW,ME,0,9/21/2025
BW,MG,0,9/21/2025
BW,MH,0,9/21/2025
BW,MK,0,9/21/2025
BW,ML,0,9/21/2025
BW,MM,0,9/21/2025
BW,MN,0,9/21/2025
BW,MR,0,9/21/2025
BW,MT,0,9/21/2025
BW,MU,0,9/21/2025
BW,MV,0,9/21/2025
BW,MW,0,9/21/2025
BW,MX,0,9/21/2025
BW,MY,0,9/21/2025
BW,MZ,0,9/21/2025
BW,NAN,0,9/21/2025
BW,NE,0,9/21/2025
BW,NG,0,9/21/2025
BW,NI,0,9/21/2025
BW,NL,0,9/21/2025
BW,NO,0,9/21/2025
BW,NP,0,9/21/2025
BW,NR,0,9/21/2025
BW,NZ,0,9/21/2025
BW,OM,0,9/21/2025
BW,PA,0,9/21/2025
BW,PE,0,9/21/2025
BW,PG,0,9/21/2025
BW,PH,0,9/21/2025
BW,PK,0,9/21/2025
BW,PL,0,9/21/2025
BW,PT,0,9/21/2025
BW,PW,0,9/21/2025
BW,PY,0,9/21/2025
BW,QA,0,9/21/2025
BW,RO,0,9/21/2025
BW,RS,0,9/21/2025
BW,RU,0,9/21/2025
BW,RW,0,9/21/2025
BW,SA,0,9/21/2025
BW,SB,0,9/21/2025
BW,SC,0,9/21/2025
BW,SD,0,9/21/2025
BW,SE,0,9/21/2025
BW,SG,0,9/21/2025
BW,SI,0,9/21/2025
BW,SK,0,9/21/2025
BW,SL,0,9/21/2025
BW,SM,0,9/21/2025
BW,SN,0,9/21/2025
BW,SO,0,9/21/2025
BW,SR,0,9/21/2025
BW,SS,0,9/21/2025
BW,ST,0,9/21/2025
BW,SV,0,9/21/2025
BW,SY,0,9/21/2025
BW,SZ,0,9/21/2025
BW,TD,0,9/21/2025
BW,TG,0,9/21/2025
BW,TH,0,9/21/2025
BW,TJ,0,9/21/2025
BW,TL,0,9/21/2025
BW,TM,0,9/21/2025
BW,TN,0,9/21/2025
BW,TO,0,9/21/2025
BW,TR,0,9/21/2025
BW,TT,0,9/21/2025
BW,TV,0,9/21/2025
BW,TW,0,9/21/2025
BW,TZ,0,9/21/2025
BW,UA,0,9/21/2025
BW,UG,0,9/21/2025
BW,US,0,9/21/2025
BW,UY,0,9/21/2025
BW,UZ,0,9/21/2025
BW,VA,0,9/21/2025
BW,VC,0,9/21/2025
BW,VE,0,9/21/2025
BW,VN,0,9/21/2025
BW,VU,0,9/21/2025
BW,WS,0,9/21/2025
BW,YE,0,9/21/2025
BW,ZA,0,9/21/2025
BW,ZM,0,9/21/2025
BW,ZW,0,9/21/2025
BY,BZ,0,9/21/2025
BY,CA,0,9/21/2025
BY,CF,0,9/21/2025
BY,CG,0,9/21/2025
BY,CH,0,9/21/2025
BY,CI,0,9/21/2025
BY,CL,0,9/21/2025
BY,CM,0,9/21/2025
BY,CN,0,9/21/2025
BY,CO,0,9/21/2025
BY,CR,0,9/21/2025
BY,CU,0,9/21/2025
BY,CV,0,9/21/2025
BY,CY,0,9/21/2025
BY,CZ,0,9/21/2025
BY,DE,0,9/21/2025
BY,DJ,0,9/21/2025
BY,DK,0,9/21/2025
BY,DM,0,9/21/2025
BY,DO,0,9/21/2025
BY,DZ,0,9/21/2025
BY,EC,0,9/21/2025
BY,EE,0,9/21/2025
BY,EG,0,9/21/2025
BY,ER,0,9/21/2025
BY,ES,0,9/21/2025
BY,ET,0,9/21/2025
BY,FI,0,9/21/2025
BY,FJ,0,9/21/2025
BY,FM,0,9/21/2025
BY,FR,0,9/21/2025
BY,GA,0,9/21/2025
BY,GB,0,9/21/2025
BY,GD,0,9/21/2025
BY,GE,0,9/21/2025
BY,GH,0,9/21/2025
BY,GM,0,9/21/2025
BY,GN,0,9/21/2025
BY,GQ,0,9/21/2025
BY,GR,0,9/21/2025
BY,GT,0,9/21/2025
BY,GW,0,9/21/2025
BY,GY,0,9/21/2025
BY,HN,0,9/21/2025
BY,HR,0,9/21/2025
BY,HT,0,9/21/2025
BY,HU,0,9/21/2025
BY,ID,0,9/21/2025
BY,IE,0,9/21/2025
BY,IL,0,9/21/2025
BY,IN,0,9/21/2025
BY,IQ,0,9/21/2025
BY,IR,0,9/21/2025
BY,IS,0,9/21/2025
BY,IT,0,9/21/2025
BY,JM,0,9/21/2025
BY,JO,0,9/21/2025
BY,JP,0,9/21/2025
BY,KE,0,9/21/2025
BY,KG,0,9/21/2025
BY,KH,0,9/21/2025
BY,KI,0,9/21/2025
BY,KM,0,9/21/2025
BY,KN,0,9/21/2025
BY,KP,0,9/21/2025
BY,KR,0,9/21/2025
BY,KW,0,9/21/2025
BY,KZ,0,9/21/2025
BY,LA,0,9/21/2025
BY,LB,0,9/21/2025
BY,LC,0,9/21/2025
BY,LI,0,9/21/2025
BY,LK,0,9/21/2025
BY,LR,0,9/21/2025
BY,LS,0,9/21/2025
BY,LT,0,9/21/2025
BY,LU,0,9/21/2025
BY,LV,0,9/21/2025
BY,LY,0,9/21/2025
BY,MA,0,9/21/2025
BY,MC,0,9/21/2025
BY,MD,0,9/21/2025
BY,ME,0,9/21/2025
BY,MG,0,9/21/2025
BY,MH,0,9/21/2025
BY,MK,0,9/21/2025
BY,ML,0,9/21/2025
BY,MM,0,9/21/2025
BY,MN,0,9/21/2025
BY,MR,0,9/21/2025
BY,MT,0,9/21/2025
BY,MU,0,9/21/2025
BY,MV,0,9/21/2025
BY,MW,0,9/21/2025
BY,MX,0,9/21/2025
BY,MY,0,9/21/2025
BY,MZ,0,9/21/2025
BY,NAN,0,9/21/2025
BY,NE,0,9/21/2025
BY,NG,0,9/21/2025
BY,NI,0,9/21/2025
BY,NL,0,9/21/2025
BY,NO,0,9/21/2025
BY,NP,0,9/21/2025
BY,NR,0,9/21/2025
BY,NZ,0,9/21/2025
BY,OM,0,9/21/2025
BY,PA,0,9/21/2025
BY,PE,0,9/21/2025
BY,PG,0,9/21/2025
BY,PH,0,9/21/2025
BY,PK,0,9/21/2025
BY,PL,0,9/21/2025
BY,PT,0,9/21/2025
BY,PW,0,9/21/2025
BY,PY,0,9/21/2025
BY,QA,0,9/21/2025
BY,RO,0,9/21/2025
BY,RS,0,9/21/2025
BY,RU,0,9/21/2025
BY,RW,0,9/21/2025
BY,SA,0,9/21/2025
BY,SB,0,9/21/2025
BY,SC,0,9/21/2025
BY,SD,0,9/21/2025
BY,SE,0,9/21/2025
BY,SG,0,9/21/2025
BY,SI,0,9/21/2025
BY,SK,0,9/21/2025
BY,SL,0,9/21/2025
BY,SM,0,9/21/2025
BY,SN,0,9/21/2025
BY,SO,0,9/21/2025
BY,SR,0,9/21/2025
BY,SS,0,9/21/2025
BY,ST,0,9/21/2025
BY,SV,0,9/21/2025
BY,SY,0,9/21/2025
BY,SZ,0,9/21/2025
BY,TD,0,9/21/2025
BY,TG,0,9/21/2025
BY,TH,0,9/21/2025
BY,TJ,0,9/21/2025
BY,TL,0,9/21/2025
BY,TM,0,9/21/2025
BY,TN,0,9/21/2025
BY,TO,0,9/21/2025
BY,TR,0,9/21/2025
BY,TT,0,9/21/2025
BY,TV,0,9/21/2025
BY,TW,0,9/21/2025
BY,TZ,0,9/21/2025
BY,UA,0,9/21/2025
BY,UG,0,9/21/2025
BY,US,0,9/21/2025
BY,UY,0,9/21/2025
BY,UZ,0,9/21/2025
BY,VA,0,9/21/2025
BY,VC,0,9/21/2025
BY,VE,0,9/21/2025
BY,VN,0,9/21/2025
BY,VU,0,9/21/2025
BY,WS,0,9/21/2025
BY,YE,0,9/21/2025
BY,ZA,0,9/21/2025
BY,ZM,0,9/21/2025
BY,ZW,0,9/21/2025
BZ,CA,0,9/21/2025
BZ,CF,0,9/21/2025
BZ,CG,0,9/21/2025
BZ,CH,0,9/21/2025
BZ,CI,0,9/21/2025
BZ,CL,0,9/21/2025
BZ,CM,0,9/21/2025
BZ,CN,0,9/21/2025
BZ,CO,0,9/21/2025
BZ,CR,0,9/21/2025
BZ,CU,0,9/21/2025
BZ,CV,0,9/21/2025
BZ,CY,0,9/21/2025
BZ,CZ,0,9/21/2025
BZ,DE,0,9/21/2025
BZ,DJ,0,9/21/2025
BZ,DK,0,9/21/2025
BZ,DM,0,9/21/2025
BZ,DO,0,9/21/2025
BZ,DZ,0,9/21/2025
BZ,EC,0,9/21/2025
BZ,EE,0,9/21/2025
BZ,EG,0,9/21/2025
BZ,ER,0,9/21/2025
BZ,ES,0,9/21/2025
BZ,ET,0,9/21/2025
BZ,FI,0,9/21/2025
BZ,FJ,0,9/21/2025
BZ,FM,0,9/21/2025
BZ,FR,0,9/21/2025
BZ,GA,0,9/21/2025
BZ,GB,0,9/21/2025
BZ,GD,0,9/21/2025
BZ,GE,0,9/21/2025
BZ,GH,0,9/21/2025
BZ,GM,0,9/21/2025
BZ,GN,0,9/21/2025
BZ,GQ,0,9/21/2025
BZ,GR,0,9/21/2025
BZ,GT,0,9/21/2025
BZ,GW,0,9/21/2025
BZ,GY,0,9/21/2025
BZ,HN,0,9/21/2025
BZ,HR,0,9/21/2025
BZ,HT,0,9/21/2025
BZ,HU,0,9/21/2025
BZ,ID,0,9/21/2025
BZ,IE,0,9/21/2025
BZ,IL,0,9/21/2025
BZ,IN,0,9/21/2025
BZ,IQ,0,9/21/2025
BZ,IR,0,9/21/2025
BZ,IS,0,9/21/2025
BZ,IT,0,9/21/2025
BZ,JM,0,9/21/2025
BZ,JO,0,9/21/2025
BZ,JP,0,9/21/2025
BZ,KE,0,9/21/2025
BZ,KG,0,9/21/2025
BZ,KH,0,9/21/2025
BZ,KI,0,9/21/2025
BZ,KM,0,9/21/2025
BZ,KN,0,9/21/2025
BZ,KP,0,9/21/2025
BZ,KR,0,9/21/2025
BZ,KW,0,9/21/2025
BZ,KZ,0,9/21/2025
BZ,LA,0,9/21/2025
BZ,LB,0,9/21/2025
BZ,LC,0,9/21/2025
BZ,LI,0,9/21/2025
BZ,LK,0,9/21/2025
BZ,LR,0,9/21/2025
BZ,LS,0,9/21/2025
BZ,LT,0,9/21/2025
BZ,LU,0,9/21/2025
BZ,LV,0,9/21/2025
BZ,LY,0,9/21/2025
BZ,MA,0,9/21/2025
BZ,MC,0,9/21/2025
BZ,MD,0,9/21/2025
BZ,ME,0,9/21/2025
BZ,MG,0,9/21/2025
BZ,MH,0,9/21/2025
BZ,MK,0,9/21/2025
BZ,ML,0,9/21/2025
BZ,MM,0,9/21/2025
BZ,MN,0,9/21/2025
BZ,MR,0,9/21/2025
BZ,MT,0,9/21/2025
BZ,MU,0,9/21/2025
BZ,MV,0,9/21/2025
BZ,MW,0,9/21/2025
BZ,MX,0,9/21/2025
BZ,MY,0,9/21/2025
BZ,MZ,0,9/21/2025
BZ,NAN,0,9/21/2025
BZ,NE,0,9/21/2025
BZ,NG,0,9/21/2025
BZ,NI,0,9/21/2025
BZ,NL,0,9/21/2025
BZ,NO,0,9/21/2025
BZ,NP,0,9/21/2025
BZ,NR,0,9/21/2025
BZ,NZ,0,9/21/2025
BZ,OM,0,9/21/2025
BZ,PA,0,9/21/2025
BZ,PE,0,9/21/2025
BZ,PG,0,9/21/2025
BZ,PH,0,9/21/2025
BZ,PK,0,9/21/2025
BZ,PL,0,9/21/2025
BZ,PT,0,9/21/2025
BZ,PW,0,9/21/2025
BZ,PY,0,9/21/2025
BZ,QA,0,9/21/2025
BZ,RO,0,9/21/2025
BZ,RS,0,9/21/2025
BZ,RU,0,9/21/2025
BZ,RW,0,9/21/2025
BZ,SA,0,9/21/2025
BZ,SB,0,9/21/2025
BZ,SC,0,9/21/2025
BZ,SD,0,9/21/2025
BZ,SE,0,9/21/2025
BZ,SG,0,9/21/2025
BZ,SI,0,9/21/2025
BZ,SK,0,9/21/2025
BZ,SL,0,9/21/2025
BZ,SM,0,9/21/2025
BZ,SN,0,9/21/2025
BZ,SO,0,9/21/2025
BZ,SR,0,9/21/2025
BZ,SS,0,9/21/2025
BZ,ST,0,9/21/2025
BZ,SV,0,9/21/2025
BZ,SY,0,9/21/2025
BZ,SZ,0,9/21/2025
BZ,TD,0,9/21/2025
BZ,TG,0,9/21/2025
BZ,TH,0,9/21/2025
BZ,TJ,0,9/21/2025
BZ,TL,0,9/21/2025
BZ,TM,0,9/21/2025
BZ,TN,0,9/21/2025
BZ,TO,0,9/21/2025
BZ,TR,0,9/21/2025
BZ,TT,0,9/21/2025
BZ,TV,0,9/21/2025
BZ,TW,0,9/21/2025
BZ,TZ,0,9/21/2025
BZ,UA,0,9/21/2025
BZ,UG,0,9/21/2025
BZ,US,0,9/21/2025
BZ,UY,0,9/21/2025
BZ,UZ,0,9/21/2025
BZ,VA,0,9/21/2025
BZ,VC,0,9/21/2025
BZ,VE,0,9/21/2025
BZ,VN,0,9/21/2025
BZ,VU,0,9/21/2025
BZ,WS,0,9/21/2025
BZ,YE,0,9/21/2025
BZ,ZA,0,9/21/2025
BZ,ZM,0,9/21/2025
BZ,ZW,0,9/21/2025
CA,CF,0,9/21/2025
CA,CG,0,9/21/2025
CA,CH,0,9/21/2025
CA,CI,0,9/21/2025
CA,CL,0,9/21/2025
CA,CM,0,9/21/2025
CA,CN,0,9/21/2025
CA,CO,0,9/21/2025
CA,CR,0,9/21/2025
CA,CU,0,9/21/2025
CA,CV,0,9/21/2025
CA,CY,0,9/21/2025
CA,CZ,0,9/21/2025
CA,DE,0,9/21/2025
CA,DJ,0,9/21/2025
CA,DK,0,9/21/2025
CA,DM,0,9/21/2025
CA,DO,0,9/21/2025
CA,DZ,0,9/21/2025
CA,EC,0,9/21/2025
CA,EE,0,9/21/2025
CA,EG,0,9/21/2025
CA,ER,0,9/21/2025
CA,ES,0,9/21/2025
CA,ET,0,9/21/2025
CA,FI,0,9/21/2025
CA,FJ,0,9/21/2025
CA,FM,0,9/21/2025
CA,FR,0,9/21/2025
CA,GA,0,9/21/2025
CA,GB,0,9/21/2025
CA,GD,0,9/21/2025
CA,GE,0,9/21/2025
CA,GH,0,9/21/2025
CA,GM,0,9/21/2025
CA,GN,0,9/21/2025
CA,GQ,0,9/21/2025
CA,GR,0,9/21/2025
CA,GT,0,9/21/2025
CA,GW,0,9/21/2025
CA,GY,0,9/21/2025
CA,HN,0,9/21/2025
CA,HR,0,9/21/2025
CA,HT,0,9/21/2025
CA,HU,0,9/21/2025
CA,ID,0,9/21/2025
CA,IE,0,9/21/2025
CA,IL,0,9/21/2025
CA,IN,0,9/21/2025
CA,IQ,0,9/21/2025
CA,IR,0,9/21/2025
CA,IS,0,9/21/2025
CA,IT,0,9/21/2025
CA,JM,0,9/21/2025
CA,JO,0,9/21/2025
CA,JP,0,9/21/2025
CA,KE,0,9/21/2025
CA,KG,0,9/21/2025
CA,KH,0,9/21/2025
CA,KI,0,9/21/2025
CA,KM,0,9/21/2025
CA,KN,0,9/21/2025
CA,KP,0,9/21/2025
CA,KR,0,9/21/2025
CA,KW,0,9/21/2025
CA,KZ,0,9/21/2025
CA,LA,0,9/21/2025
CA,LB,0,9/21/2025
CA,LC,0,9/21/2025
CA,LI,0,9/21/2025
CA,LK,0,9/21/2025
CA,LR,0,9/21/2025
CA,LS,0,9/21/2025
CA,LT,0,9/21/2025
CA,LU,0,9/21/2025
CA,LV,0,9/21/2025
CA,LY,0,9/21/2025
CA,MA,0,9/21/2025
CA,MC,0,9/21/2025
CA,MD,0,9/21/2025
CA,ME,0,9/21/2025
CA,MG,0,9/21/2025
CA,MH,0,9/21/2025
CA,MK,0,9/21/2025
CA,ML,0,9/21/2025
CA,MM,0,9/21/2025
CA,MN,0,9/21/2025
CA,MR,0,9/21/2025
CA,MT,0,9/21/2025
CA,MU,0,9/21/2025
CA,MV,0,9/21/2025
CA,MW,0,9/21/2025
CA,MX,0,9/21/2025
CA,MY,0,9/21/2025
CA,MZ,0,9/21/2025
CA,NAN,0,9/21/2025
CA,NE,0,9/21/2025
CA,NG,0,9/21/2025
CA,NI,0,9/21/2025
CA,NL,0,9/21/2025
CA,NO,0,9/21/2025
CA,NP,0,9/21/2025
CA,NR,0,9/21/2025
CA,NZ,0,9/21/2025
CA,OM,0,9/21/2025
CA,PA,0,9/21/2025
CA,PE,0,9/21/2025
CA,PG,0,9/21/2025
CA,PH,0,9/21/2025
CA,PK,0,9/21/2025
CA,PL,0,9/21/2025
CA,PT,0,9/21/2025
CA,PW,0,9/21/2025
CA,PY,0,9/21/2025
CA,QA,0,9/21/2025
CA,RO,0,9/21/2025
CA,RS,0,9/21/2025
CA,RU,0,9/21/2025
CA,RW,0,9/21/2025
CA,SA,0,9/21/2025
CA,SB,0,9/21/2025
CA,SC,0,9/21/2025
CA,SD,0,9/21/2025
CA,SE,0,9/21/2025
CA,SG,0,9/21/2025
CA,SI,0,9/21/2025
CA,SK,0,9/21/2025
CA,SL,0,9/21/2025
CA,SM,0,9/21/2025
CA,SN,0,9/21/2025
CA,SO,0,9/21/2025
CA,SR,0,9/21/2025
CA,SS,0,9/21/2025
CA,ST,0,9/21/2025
CA,SV,0,9/21/2025
CA,SY,0,9/21/2025
CA,SZ,0,9/21/2025
CA,TD,0,9/21/2025
CA,TG,0,9/21/2025
CA,TH,0,9/21/2025
CA,TJ,0,9/21/2025
CA,TL,0,9/21/2025
CA,TM,0,9/21/2025
CA,TN,0,9/21/2025
CA,TO,0,9/21/2025
CA,TR,0,9/21/2025
CA,TT,0,9/21/2025
CA,TV,0,9/21/2025
CA,TW,0,9/21/2025
CA,TZ,0,9/21/2025
CA,UA,0,9/21/2025
CA,UG,0,9/21/2025
CA,US,0,9/21/2025
CA,UY,0,9/21/2025
CA,UZ,0,9/21/2025
CA,VA,0,9/21/2025
CA,VC,0,9/21/2025
CA,VE,0,9/21/2025
CA,VN,0,9/21/2025
CA,VU,0,9/21/2025
CA,WS,0,9/21/2025
CA,YE,0,9/21/2025
CA,ZA,0,9/21/2025
CA,ZM,0,9/21/2025
CA,ZW,0,9/21/2025
CF,CG,0,9/21/2025
CF,CH,0,9/21/2025
CF,CI,0,9/21/2025
CF,CL,0,9/21/2025
CF,CM,0,9/21/2025
CF,CN,0,9/21/2025
CF,CO,0,9/21/2025
CF,CR,0,9/21/2025
CF,CU,0,9/21/2025
CF,CV,0,9/21/2025
CF,CY,0,9/21/2025
CF,CZ,0,9/21/2025
CF,DE,0,9/21/2025
CF,DJ,0,9/21/2025
CF,DK,0,9/21/2025
CF,DM,0,9/21/2025
CF,DO,0,9/21/2025
CF,DZ,0,9/21/2025
CF,EC,0,9/21/2025
CF,EE,0,9/21/2025
CF,EG,0,9/21/2025
CF,ER,0,9/21/2025
CF,ES,0,9/21/2025
CF,ET,0,9/21/2025
CF,FI,0,9/21/2025
CF,FJ,0,9/21/2025
CF,FM,0,9/21/2025
CF,FR,0,9/21/2025
CF,GA,0,9/21/2025
CF,GB,0,9/21/2025
CF,GD,0,9/21/2025
CF,GE,0,9/21/2025
CF,GH,0,9/21/2025
CF,GM,0,9/21/2025
CF,GN,0,9/21/2025
CF,GQ,0,9/21/2025
CF,GR,0,9/21/2025
CF,GT,0,9/21/2025
CF,GW,0,9/21/2025
CF,GY,0,9/21/2025
CF,HN,0,9/21/2025
CF,HR,0,9/21/2025
CF,HT,0,9/21/2025
CF,HU,0,9/21/2025
CF,ID,0,9/21/2025
CF,IE,0,9/21/2025
CF,IL,0,9/21/2025
CF,IN,0,9/21/2025
CF,IQ,0,9/21/2025
CF,IR,0,9/21/2025
CF,IS,0,9/21/2025
CF,IT,0,9/21/2025
CF,JM,0,9/21/2025
CF,JO,0,9/21/2025
CF,JP,0,9/21/2025
CF,KE,0,9/21/2025
CF,KG,0,9/21/2025
CF,KH,0,9/21/2025
CF,KI,0,9/21/2025
CF,KM,0,9/21/2025
CF,KN,0,9/21/2025
CF,KP,0,9/21/2025
CF,KR,0,9/21/2025
CF,KW,0,9/21/2025
CF,KZ,0,9/21/2025
CF,LA,0,9/21/2025
CF,LB,0,9/21/2025
CF,LC,0,9/21/2025
CF,LI,0,9/21/2025
CF,LK,0,9/21/2025
CF,LR,0,9/21/2025
CF,LS,0,9/21/2025
CF,LT,0,9/21/2025
CF,LU,0,9/21/2025
CF,LV,0,9/21/2025
CF,LY,0,9/21/2025
CF,MA,0,9/21/2025
CF,MC,0,9/21/2025
CF,MD,0,9/21/2025
CF,ME,0,9/21/2025
CF,MG,0,9/21/2025
CF,MH,0,9/21/2025
CF,MK,0,9/21/2025
CF,ML,0,9/21/2025
CF,MM,0,9/21/2025
CF,MN,0,9/21/2025
CF,MR,0,9/21/2025
CF,MT,0,9/21/2025
CF,MU,0,9/21/2025
CF,MV,0,9/21/2025
CF,MW,0,9/21/2025
CF,MX,0,9/21/2025
CF,MY,0,9/21/2025
CF,MZ,0,9/21/2025
CF,NAN,0,9/21/2025
CF,NE,0,9/21/2025
CF,NG,0,9/21/2025
CF,NI,0,9/21/2025
CF,NL,0,9/21/2025
CF,NO,0,9/21/2025
CF,NP,0,9/21/2025
CF,NR,0,9/21/2025
CF,NZ,0,9/21/2025
CF,OM,0,9/21/2025
CF,PA,0,9/21/2025
CF,PE,0,9/21/2025
CF,PG,0,9/21/2025
CF,PH,0,9/21/2025
CF,PK,0,9/21/2025
CF,PL,0,9/21/2025
CF,PT,0,9/21/2025
CF,PW,0,9/21/2025
CF,PY,0,9/21/2025
CF,QA,0,9/21/2025
CF,RO,0,9/21/2025
CF,RS,0,9/21/2025
CF,RU,0,9/21/2025
CF,RW,0,9/21/2025
CF,SA,0,9/21/2025
CF,SB,0,9/21/2025
CF,SC,0,9/21/2025
CF,SD,0,9/21/2025
CF,SE,0,9/21/2025
CF,SG,0,9/21/2025
CF,SI,0,9/21/2025
CF,SK,0,9/21/2025
CF,SL,0,9/21/2025
CF,SM,0,9/21/2025
CF,SN,0,9/21/2025
CF,SO,0,9/21/2025
CF,SR,0,9/21/2025
CF,SS,0,9/21/2025
CF,ST,0,9/21/2025
CF,SV,0,9/21/2025
CF,SY,0,9/21/2025
CF,SZ,0,9/21/2025
CF,TD,0,9/21/2025
CF,TG,0,9/21/2025
CF,TH,0,9/21/2025
CF,TJ,0,9/21/2025
CF,TL,0,9/21/2025
CF,TM,0,9/21/2025
CF,TN,0,9/21/2025
CF,TO,0,9/21/2025
CF,TR,0,9/21/2025
CF,TT,0,9/21/2025
CF,TV,0,9/21/2025
CF,TW,0,9/21/2025
CF,TZ,0,9/21/2025
CF,UA,0,9/21/2025
CF,UG,0,9/21/2025
CF,US,0,9/21/2025
CF,UY,0,9/21/2025
CF,UZ,0,9/21/2025
CF,VA,0,9/21/2025
CF,VC,0,9/21/2025
CF,VE,0,9/21/2025
CF,VN,0,9/21/2025
CF,VU,0,9/21/2025
CF,WS,0,9/21/2025
CF,YE,0,9/21/2025
CF,ZA,0,9/21/2025
CF,ZM,0,9/21/2025
CF,ZW,0,9/21/2025
CG,CH,0,9/21/2025
CG,CI,0,9/21/2025
CG,CL,0,9/21/2025
CG,CM,0,9/21/2025
CG,CN,0,9/21/2025
CG,CO,0,9/21/2025
CG,CR,0,9/21/2025
CG,CU,0,9/21/2025
CG,CV,0,9/21/2025
CG,CY,0,9/21/2025
CG,CZ,0,9/21/2025
CG,DE,0,9/21/2025
CG,DJ,0,9/21/2025
CG,DK,0,9/21/2025
CG,DM,0,9/21/2025
CG,DO,0,9/21/2025
CG,DZ,0,9/21/2025
CG,EC,0,9/21/2025
CG,EE,0,9/21/2025
CG,EG,0,9/21/2025
CG,ER,0,9/21/2025
CG,ES,0,9/21/2025
CG,ET,0,9/21/2025
CG,FI,0,9/21/2025
CG,FJ,0,9/21/2025
CG,FM,0,9/21/2025
CG,FR,0,9/21/2025
CG,GA,0,9/21/2025
CG,GB,0,9/21/2025
CG,GD,0,9/21/2025
CG,GE,0,9/21/2025
CG,GH,0,9/21/2025
CG,GM,0,9/21/2025
CG,GN,0,9/21/2025
CG,GQ,0,9/21/2025
CG,GR,0,9/21/2025
CG,GT,0,9/21/2025
CG,GW,0,9/21/2025
CG,GY,0,9/21/2025
CG,HN,0,9/21/2025
CG,HR,0,9/21/2025
CG,HT,0,9/21/2025
CG,HU,0,9/21/2025
CG,ID,0,9/21/2025
CG,IE,0,9/21/2025
CG,IL,0,9/21/2025
CG,IN,0,9/21/2025
CG,IQ,0,9/21/2025
CG,IR,0,9/21/2025
CG,IS,0,9/21/2025
CG,IT,0,9/21/2025
CG,JM,0,9/21/2025
CG,JO,0,9/21/2025
CG,JP,0,9/21/2025
CG,KE,0,9/21/2025
CG,KG,0,9/21/2025
CG,KH,0,9/21/2025
CG,KI,0,9/21/2025
CG,KM,0,9/21/2025
CG,KN,0,9/21/2025
CG,KP,0,9/21/2025
CG,KR,0,9/21/2025
CG,KW,0,9/21/2025
CG,KZ,0,9/21/2025
CG,LA,0,9/21/2025
CG,LB,0,9/21/2025
CG,LC,0,9/21/2025
CG,LI,0,9/21/2025
CG,LK,0,9/21/2025
CG,LR,0,9/21/2025
CG,LS,0,9/21/2025
CG,LT,0,9/21/2025
CG,LU,0,9/21/2025
CG,LV,0,9/21/2025
